ID,Name,Category,Pictures,Price,Featured,Status,Updated,ImageLinks,DescriptionSummary
935,935 Sold Antique Victorian English Silver Plated Tazza Compot Centerpiece Elkington and Co,Recently Sold,6 x,€475.00,No,2,21/12/2024,"['https://file.4pm.ie/945/9d88b22.jpg', 'https://file.4pm.ie/945/a5297bbb.jpg', 'https://file.4pm.ie/945/1de87602.jpg', 'https://file.4pm.ie/945/f40f4b2d.jpg', 'https://file.4pm.ie/945/6c26dd6f.jpg', 'https://file.4pm.ie/945/e1f51b5b.jpg']",Materials: Silver; State: Restored/Cleaned
936,"936 Sold Daniel Van der Putten - The Rocking Horse Adare in Summer, Limerick - Oil Painting on Panel",Recently Sold,1 x,"€3,100.00",No,2,18/06/2022,['https://file.4pm.ie/824/62299589.jpg'],"Height: 10 (26cm), Width: 12 (30.5cm); Provenance: Ireland"
937,937 Edwardian Hand Painted Satinwood Display Cabinet - Circa 1910,Fine Furniture - Antiques from Dublin Ireland,2 x,€785.00,No,1,25/01/2017,"['https://file.4pm.ie/751/5ca4600e.jpg', 'https://file.4pm.ie/751/a5cef9e8.jpg']","Height: 44.75 (114cm), Depth: 15.75 (40cm), Width: 21 (53.5cm); Materials: Glass"
938,938 Sold George IV Irish Cork Bow Fronted Mahogany Cabinet,Recently Sold,1 x,"€1,800.00",No,2,05/09/2020,['https://file.4pm.ie/850/376b68fe.jpg'],"Width: 44.5 (113cm), Depth: 15.25 (39cm); Provenance: made in Cork and has a wonderful deep patina. Width ; Features: Inlaid decoration, Rare piece"
939,939 Sold Watercolour - Prof Myra Maguire - Dublin,Recently Sold,3 x,€495.00,No,2,17/07/2024,"['https://file.4pm.ie/940/48dbb9c1.jpg', 'https://file.4pm.ie/940/375d11be.jpg', 'https://file.4pm.ie/940/511dac79.jpg']","Height: 11 (28cm), Width: 16 (41cm); Provenance: Ireland"
940,940 Antique Coalport Hand Painted Porcelain Vase Urn English Landscape Painting 1910,Newest Listings - Art and Antique Gallery Dublin,8 x,€675.00,No,1,17/06/2025,"['https://file.4pm.ie/948/11648db4.jpg', 'https://file.4pm.ie/948/d68ddcab.jpg', 'https://file.4pm.ie/948/7f3a1e9b.jpg', 'https://file.4pm.ie/948/f11c7662.jpg', 'https://file.4pm.ie/948/9367183b.jpg', 'https://file.4pm.ie/948/bb1a745f.jpg', 'https://file.4pm.ie/948/aa61ee8.jpg', 'https://file.4pm.ie/948/b83d96c5.jpg']",Materials: Porcelain
941,941 Pair Crystal and Nickel Table Lamps - Pleated Shades,Luxury Table Lamps and Lighting - Antique Lamps,2 x,"€1,390.00",No,1,11/01/2017,"['https://file.4pm.ie/750/9f9eeece.jpg', 'https://file.4pm.ie/750/e6d90a00.jpg']",Height: 30.3 (77cm)
942,942 Sold Volume Set of The The Connoisseur Illustrated Magazine 1901-1910,Recently Sold,8 x,€795.00,No,2,22/02/2025,"['https://file.4pm.ie/946/cdd00e1d.jpg', 'https://file.4pm.ie/946/967a35c6.jpg', 'https://file.4pm.ie/946/9d8488ee.jpg', 'https://file.4pm.ie/946/e17d088d.jpg', 'https://file.4pm.ie/946/6c104378.jpg', 'https://file.4pm.ie/946/93f591c7.jpg', 'https://file.4pm.ie/946/ecf80c94.jpg', 'https://file.4pm.ie/946/56b3c581.jpg']","Height: 11.25 (29cm), Width: 9 (23cm)"
943,943 Early 20th Century Edwardian Cut Crystal Table Lamp,Luxury Table Lamps and Lighting - Antique Lamps,6 x,€990.00,No,1,24/08/2023,"['https://file.4pm.ie/933/b65ed921.jpg', 'https://file.4pm.ie/933/3d504340.jpg', 'https://file.4pm.ie/933/55811672.jpg', 'https://file.4pm.ie/933/f1e57871.jpg', 'https://file.4pm.ie/933/1e817525.jpg', 'https://file.4pm.ie/933/2bdcaba.jpg']",Height: 18.5 (47cm); Materials: Glass
944,944 Sold Antique French Ormolu Gilt Bronze Dore Casket Box Sevres Style 1860 19Ct,Recently Sold,7 x,€485.00,No,2,09/10/2023,"['https://file.4pm.ie/934/e032d9ff.jpg', 'https://file.4pm.ie/934/8d07d289.jpg', 'https://file.4pm.ie/934/ba394164.jpg', 'https://file.4pm.ie/934/ae7d7660.jpg', 'https://file.4pm.ie/934/e3cb555e.jpg', 'https://file.4pm.ie/934/205fdd28.jpg', 'https://file.4pm.ie/934/7a61a65a.jpg']",Materials: Bronze
945,945 Sold Superb Revolving Bookcase - English - Howard and Sons - London,Recently Sold,3 x,"€1,850.00",No,2,09/12/2020,"['https://file.4pm.ie/887/bd79cb59.jpg', 'https://file.4pm.ie/887/a2d27aa6.jpg', 'https://file.4pm.ie/887/ad15116f.jpg']","Height: 29.5 (75cm), Depth: 23.5 (60cm); Materials: Ivory, Mahogany; Provenance: Ireland"
946,946 Sold Regency Rosewood Brass Inlaid Chiffonier Side Cabinet attrib. Gillows of Lancaster,Recently Sold,6 x,"€5,000.00",No,2,06/04/2021,"['https://file.4pm.ie/909/4f684e25.jpg', 'https://file.4pm.ie/909/b2fc798b.jpg', 'https://file.4pm.ie/909/28810e7c.jpg', 'https://file.4pm.ie/909/c03f3263.jpg', 'https://file.4pm.ie/909/f890b21a.jpg', 'https://file.4pm.ie/909/937dc54a.jpg']",Height: 52 (132cm); Materials: Mahogany; Features: Inlaid decoration
947,947 Victorian English Tantalus - Superb Condition - Circa 1898,Gifts for all Occasions,5 x,"€1,890.00",No,1,09/12/2014,"['https://file.4pm.ie/180/d90cccaf.jpg', 'https://file.4pm.ie/180/3e9c303d.jpg', 'https://file.4pm.ie/180/53d1df8e.jpg', 'https://file.4pm.ie/180/15be144a.jpg', 'https://file.4pm.ie/180/a037d3fd.jpg']","Height: 14 (35.5cm), Depth: 9 (23cm), Width: 13 (33cm); Materials: Oak, Silver; Features: Rare piece"
947,947 Victorian English Tantalus - Superb Condition - Circa 1898,Crystal and Glass - Antique Gifts,5 x,"€1,890.00",No,1,08/12/2014,"['https://file.4pm.ie/179/dc23abdd.jpg', 'https://file.4pm.ie/179/fa805203.jpg', 'https://file.4pm.ie/179/9f515290.jpg', 'https://file.4pm.ie/179/d5456a6a.jpg', 'https://file.4pm.ie/179/e756c5cb.jpg']","Height: 14 (35.5cm), Depth: 9 (23cm), Width: 13 (33cm); Materials: Oak, Silver; Features: Rare piece"
948,948 Superb French Cherubic Themed French Dressing Table Mirror Circa 1890,Mirrors - French English Irish - Dublin Ireland,5 x,"€1,950.00",No,1,29/08/2019,"['https://file.4pm.ie/891/3f34147c.jpg', 'https://file.4pm.ie/891/a98aa24d.jpg', 'https://file.4pm.ie/891/b138e1ec.jpg', 'https://file.4pm.ie/891/ebe11d5b.jpg', 'https://file.4pm.ie/891/58be668.jpg']","Height: 21.5 (55cm), Depth: 10 (25.5cm), Width: 16 (41cm); Materials: Bronze, Silver"
949,949 Stunning Pair of French Walnut Cabinets - Circa 1890,Fine Furniture - Antiques from Dublin Ireland,7 x,"€3,450.00",No,1,11/11/2023,"['https://file.4pm.ie/935/15c70676.jpg', 'https://file.4pm.ie/935/85a41a7a.jpg', 'https://file.4pm.ie/935/68154f0e.jpg', 'https://file.4pm.ie/935/d0f1191f.jpg', 'https://file.4pm.ie/935/b8829c42.jpg', 'https://file.4pm.ie/935/da74bcca.jpg', 'https://file.4pm.ie/935/25ed0c56.jpg']","Height: 34 (86.5cm), Width: 18.75 (47.5cm), Depth: 15.25 (39cm); Materials: Ebony, Marble, Walnut"
950,950 Sold Rare Irish Killarneyware Jewellery Casket Mid 19th Century,Memorable Irish Antiques,6 x,€985.00,No,2,09/02/2010,"['https://file.4pm.ie/53/53133-xmI.jpg', 'https://file.4pm.ie/53/53134-GJw.jpg', 'https://file.4pm.ie/53/53135-BLf.jpg', 'https://file.4pm.ie/53/53136-hBR.jpg', 'https://file.4pm.ie/53/53137-sxO.jpg', 'https://file.4pm.ie/53/53138-mYK.jpg']","Width: 12.5 (32cm), Depth: 8.75 (22cm), Height: 4.25 (10.5cm); Materials: Arbutus; Provenance: made in Killarney Ireland using this local wood known as Arbutus ; Features: Inlaid decoration; State: Restored/Cleaned"
951,951 Sold Superb Pair of French Mahogany Side Cabinets - Circa 1900,Recently Sold,4 x,"€3,450.00",No,2,20/07/2018,"['https://file.4pm.ie/815/17b52e66.jpg', 'https://file.4pm.ie/815/abfed4b3.jpg', 'https://file.4pm.ie/815/8fcc56c6.jpg', 'https://file.4pm.ie/815/38b77360.jpg']","Height: 33 (84cm), Width: 18 (46cm), Depth: 18 (46cm); Materials: Mahogany"
952,952 Sold Hand Painted Trunk - House of Windsor Royal Coat of Arms,Recently Sold,4 x,"€1,150.00",No,2,06/10/2018,"['https://file.4pm.ie/853/1b6c0b7b.jpg', 'https://file.4pm.ie/853/b2202dc4.jpg', 'https://file.4pm.ie/853/66fa2988.jpg', 'https://file.4pm.ie/853/be813346.jpg']","Height: 18 (46cm), Width: 21 (53.25cm), Depth: 17.5 (44.5cm); Materials: Mahogany"
953,953 Sold Superb 3 Light Art Nouveau Chandelier - Bronze - German,Recently Sold,1 x,€695.00,No,2,02/09/2017,['https://file.4pm.ie/673/3baace57.jpg'],"Height: 52 (132cm), Width: 17 (42cm); Materials: Glass; Provenance: Ireland"
954,954 Sold Museum Quality Irish Killarney Antique Table Circa 1870,Memorable Irish Antiques,4 x,"€14,000.00",No,2,21/11/2015,"['https://file.4pm.ie/652/eac41ef6.jpg', 'https://file.4pm.ie/652/32903294.jpg', 'https://file.4pm.ie/652/9216da87.jpg', 'https://file.4pm.ie/652/a0a98605.jpg']","Height: 31.5 (80cm), Width: 31 (79cm), Depth: 16.75 (42.5cm); Materials: Arbutus, Yew wood; Provenance: made in Co Kerry Ireland in the late ; Features: Original condition, Rare piece; State: Restored/Cleaned"
955,955 Stunning Room Divider - Harrods - Medieval Theme,Fine Furniture - Antiques from Dublin Ireland,8 x,"€1,950.00",No,1,28/08/2023,"['https://file.4pm.ie/933/401801f9.jpg', 'https://file.4pm.ie/933/4359dd87.jpg', 'https://file.4pm.ie/933/f57a4ec8.jpg', 'https://file.4pm.ie/933/862ab940.jpg', 'https://file.4pm.ie/933/9d720f1.jpg', 'https://file.4pm.ie/933/6e1b9e25.jpg', 'https://file.4pm.ie/933/680d5feb.jpg', 'https://file.4pm.ie/933/e20bf7fa.jpg']","Width: 70 (178cm), Height: 71 (180cm)"
956,956 Sold Stunning Bible in Superb Condition - Cassells and Company 1880,Recently Sold,10 x,€595.00,No,2,22/06/2024,"['https://file.4pm.ie/941/8e7e46f7.jpeg', 'https://file.4pm.ie/941/e8250c3c.jpeg', 'https://file.4pm.ie/941/f62f60c7.jpeg', 'https://file.4pm.ie/941/6bccbf11.jpeg', 'https://file.4pm.ie/941/42e1a0aa.jpeg', 'https://file.4pm.ie/941/f6ac89b8.jpeg', 'https://file.4pm.ie/941/210ca05.jpeg', 'https://file.4pm.ie/941/1f8eefaf.jpeg', 'https://file.4pm.ie/941/aec7286.jpeg', 'https://file.4pm.ie/941/7b938e2f.jpeg']","Height: 13 (33cm), Width: 10 (25.5cm), Depth: 4 (9.25cm)"
957,957 Francois Victor Bazin (1897-1956) - Latil Mascot for Cars - Circa 1920,Ormolu and Bronze Collection Dublin Ireland Antiques,9 x,"€2,550.00",No,1,25/05/2022,"['https://file.4pm.ie/919/18ba11bd.jpg', 'https://file.4pm.ie/919/48b5ca9e.jpg', 'https://file.4pm.ie/919/75a61514.jpg', 'https://file.4pm.ie/919/135b0759.jpg', 'https://file.4pm.ie/919/f1f680a1.jpg', 'https://file.4pm.ie/919/725bd52d.jpg', 'https://file.4pm.ie/919/3592e00d.jpg', 'https://file.4pm.ie/919/57178f51.jpg', 'https://file.4pm.ie/919/3cb4f46.jpg']","Width: 9 (23cm), Depth: 6 (15cm), Height: 6.75 (917cm); Materials: Marble; Features: Rare piece"
958,958 Sold Irish Belleek Cornucopia Vase Second Black Mark 1891-1926,Memorable Irish Antiques,6 x,€445.00,No,2,01/12/2013,"['https://file.4pm.ie/130/fb98b366.jpg', 'https://file.4pm.ie/130/cde40b12.jpg', 'https://file.4pm.ie/130/d794af14.jpg', 'https://file.4pm.ie/130/ad010385.jpg', 'https://file.4pm.ie/130/db4fcd46.jpg', 'https://file.4pm.ie/130/7e08ca6f.jpg']","Height: 9.5 (24cm), Width: 6 (15.25cm)"
959,959 Ted Jones - Oil on Canvas - Driving Sheep Winter - Circa 1992,Paintings and Engravings - Antique Shop Ireland,3 x,"€6,750.00",No,1,21/08/2024,"['https://file.4pm.ie/935/dba8e9c.jpg', 'https://file.4pm.ie/935/3863a56e.jpg', 'https://file.4pm.ie/935/51552201.jpg']","Height: 18 (46cm), Width: 14 (36cm); Provenance: Ireland"
960,960 Sold Rare French Bar Cart - Circa 1950 - Maison Bagués,Recently Sold,7 x,"€1,250.00",No,2,05/02/2022,"['https://file.4pm.ie/914/4b13ce73.jpg', 'https://file.4pm.ie/914/53bfadb0.jpg', 'https://file.4pm.ie/914/bb10e694.jpg', 'https://file.4pm.ie/914/478a8cc5.jpg', 'https://file.4pm.ie/914/1f2aeff0.jpg', 'https://file.4pm.ie/914/906f1fd4.jpg', 'https://file.4pm.ie/914/8710a811.jpg']","Height: 25 (35cm), Depth: 19 (48cm); Materials: Glass; Provenance: Ireland"
961,961 Sold Pair French Bronze Electric Table Lamps Ormolu Mounts 19thCt,Recently Sold,5 x,"€1,475.00",No,2,12/05/2018,"['https://file.4pm.ie/771/eb8508c8.jpg', 'https://file.4pm.ie/771/a48843d6.jpg', 'https://file.4pm.ie/771/509dd0c4.jpg', 'https://file.4pm.ie/771/7e23b315.jpg', 'https://file.4pm.ie/771/efdf900c.jpg']","Width: 6 (15.25cm); Materials: Bronze, Gold"
962,962 Sold Rare Royal Doulton Lidded Tobacco Jar - Silver Collar - 1911,Recently Sold,6 x,€245.00,No,2,02/08/2019,"['https://file.4pm.ie/754/82039dc5.jpg', 'https://file.4pm.ie/754/b8bc3397.jpg', 'https://file.4pm.ie/754/5e8829bc.jpg', 'https://file.4pm.ie/754/db8ed043.jpg', 'https://file.4pm.ie/754/bdd2bb2c.jpg', 'https://file.4pm.ie/754/3aa5bd36.jpg']",Height: 8 (20cm); Materials: Silver; Features: Rare piece
963,963 Pair of Black Marble and Malachite inlaid Obelisks,Newest Listings - Art and Antique Gallery Dublin,6 x,"€3,450.00",No,1,26/09/2018,"['https://file.4pm.ie/853/ffc8687.jpg', 'https://file.4pm.ie/853/2a4b0940.jpg', 'https://file.4pm.ie/853/c129e40e.jpg', 'https://file.4pm.ie/853/67e6a91b.jpg', 'https://file.4pm.ie/853/4390e15a.jpg', 'https://file.4pm.ie/853/e9339fd5.jpg']",Height: 29.5 (75cm); Materials: Marble; Features: Inlaid decoration
964,"964 Sold Valet stand by Ico Paris for Fratelli Reguitti, Circa1950, Italian",Recently Sold,4 x,"€1,190.00",No,2,08/11/2019,"['https://file.4pm.ie/895/9e0680b0.jpg', 'https://file.4pm.ie/895/309dcf4d.jpg', 'https://file.4pm.ie/895/281f85cb.jpg', 'https://file.4pm.ie/895/56796c03.jpg']","Height: 59 (150cm), Width: 17.5 (45cm)"
965,965 Royal Copenhagen Over - Glaze Figurine Inuit Boy Carl Martin Hansen,Porcelain - Antiques in Dublin Ireland,7 x,€295.00,No,1,04/02/2020,"['https://file.4pm.ie/897/f2421b78.jpg', 'https://file.4pm.ie/897/8e03e000.jpg', 'https://file.4pm.ie/897/355fd7f0.jpg', 'https://file.4pm.ie/897/5abca0f3.jpg', 'https://file.4pm.ie/897/44af4837.jpg', 'https://file.4pm.ie/897/91bd001f.jpg', 'https://file.4pm.ie/897/a976d326.jpg']","Height: 4 (10cm), Width: 4.25 (11cm); Materials: Gold, Porcelain; Features: Rare piece"
966,966 Rare Killarney Edwardian Irish Table - Carved Oak,Irish Collection - Irish Antiques from Dublin - Ireland,6 x,"€2,450.00",No,1,07/02/2024,"['https://file.4pm.ie/939/4a2bfc59.jpg', 'https://file.4pm.ie/939/ac07d6b3.jpg', 'https://file.4pm.ie/939/a6c2579f.jpg', 'https://file.4pm.ie/939/b090316a.jpg', 'https://file.4pm.ie/939/20955666.jpg', 'https://file.4pm.ie/939/888b5bf8.jpg']","Height: 28 (71cm), Depth: 13.3 (34cm); Materials: Oak; Features: Rare piece"
967,967 Sold Clifden in Galway - Oil on Canvas by Nancy Bailey (1913-2012),Recently Sold,6 x,"€2,550.00",No,2,22/10/2024,"['https://file.4pm.ie/933/19f368c1.jpg', 'https://file.4pm.ie/933/f2711b2a.jpg', 'https://file.4pm.ie/933/1b4239d7.jpg', 'https://file.4pm.ie/933/81bd995f.jpg', 'https://file.4pm.ie/933/14793cbe.jpg', 'https://file.4pm.ie/933/3e947535.jpg']","Width: 45.25 (115cm), Height: 25.5 (65cm), Width: 39.5 (100cm), Height: 19.5 (49.5cm); Features: Rare piece"
968,968 Sold Felix Lenoir - Pair of Oil on Canvas - Dutch Scenes - 19th Century,Recently Sold,9 x,"€2,750.00",No,2,26/08/2023,"['https://file.4pm.ie/933/9bd6aff7.jpg', 'https://file.4pm.ie/933/ce8d5940.jpg', 'https://file.4pm.ie/933/6237c289.jpg', 'https://file.4pm.ie/933/caa1769b.jpg', 'https://file.4pm.ie/933/d4ac57a4.jpg', 'https://file.4pm.ie/933/5b2952b2.jpg', 'https://file.4pm.ie/933/898871a5.jpg', 'https://file.4pm.ie/933/ada02ae1.jpg', 'https://file.4pm.ie/933/2421b23e.jpg']","Height: 39.25 (100cm), Width: 33.75 (86cm), Height: 26.75 (67cm), Width: 21 (53.5cm)"
969,969 Sold Large German Carved Wood Nut Cracker - Circa 1890,Recently Sold,8 x,€265.00,No,2,07/06/2025,"['https://file.4pm.ie/897/220fca94.jpg', 'https://file.4pm.ie/897/a456e059.jpg', 'https://file.4pm.ie/897/64e2679d.jpg', 'https://file.4pm.ie/897/d431863.jpg', 'https://file.4pm.ie/897/7aa56fd7.jpg', 'https://file.4pm.ie/897/f4516104.jpg', 'https://file.4pm.ie/897/fb908ac2.jpg', 'https://file.4pm.ie/897/1a8629cb.jpg']",This is a large and wonderfully carved Nut Cracker dating to Circa 1890 and in excellent condition. It was carved in the Black Forest area of Germany and the detail is beautiful. Nut Crackers are very
970,970 Antique Pair Minton Staffordshire Porcelain Vases Centerpieces Birds Turquoise,Porcelain - Antiques in Dublin Ireland,7 x,"€1,225.00",No,1,06/05/2022,"['https://file.4pm.ie/919/f019303a.jpg', 'https://file.4pm.ie/919/6809a7ed.jpg', 'https://file.4pm.ie/919/ab05d549.jpg', 'https://file.4pm.ie/919/8235db1f.jpg', 'https://file.4pm.ie/919/27aed1c7.jpg', 'https://file.4pm.ie/919/f8a41603.jpg', 'https://file.4pm.ie/919/eb59e59c.jpg']",Height: 8 (20.25cm); Materials: Porcelain
971,971 Sold Pair Antique French Oval Gilt Mirrors Circa 1920,Recently Sold,2 x,"€2,950.00",No,2,17/09/2024,"['https://file.4pm.ie/944/c4a7c594.jpg', 'https://file.4pm.ie/944/82994fa7.jpg']","Height: 36 (91cm), Width: 30.5 (77.5cm)"
972,972 Sold Very Rare Irish Mirror - Kearney of Dublin - Circa 1810,Recently Sold,4 x,"€4,250.00",No,2,27/04/2019,"['https://file.4pm.ie/875/2ce0a857.jpg', 'https://file.4pm.ie/875/504adff1.jpg', 'https://file.4pm.ie/875/972e2e79.jpg', 'https://file.4pm.ie/875/b22ab01c.jpg']","Height: 34.5 (88cm), Width: 52 (132cm); Provenance: Ireland; Features: Rare piece"
973,973 Sold Japanese Carved Wood 19th Century Elephant Sculpture,Recently Sold,4 x,€625.00,No,2,21/03/2020,"['https://file.4pm.ie/897/91ae911e.jpg', 'https://file.4pm.ie/897/273794cf.jpg', 'https://file.4pm.ie/897/c111c04a.jpg', 'https://file.4pm.ie/897/c7472778.jpg']","Height: 9 (22.5cm), Width: 27.5 (70cm), Depth: 8 (20cm)"
974,974 Sold Pair Antique French Sevres Ormolu Gilt Bronze Plaques Louis XV1 Marie Antoinette,Recently Sold,8 x,€975.00,No,2,07/03/2023,"['https://file.4pm.ie/927/4fce8c1b.jpg', 'https://file.4pm.ie/927/8ecbd828.jpg', 'https://file.4pm.ie/927/db373616.jpg', 'https://file.4pm.ie/927/5f2a159.jpg', 'https://file.4pm.ie/927/e4dcd4d3.jpg', 'https://file.4pm.ie/927/41c00c8a.jpg', 'https://file.4pm.ie/927/585b7efd.jpg', 'https://file.4pm.ie/927/dd070f1e.jpg']","Height: 17.25 (44cm); Materials: Bronze, Porcelain"
975,975 Sold Italian Marquetry Inlaid Marble Top Console Table Mid Century,Recently Sold,1 x,"€4,250.00",No,2,28/07/2023,['https://file.4pm.ie/928/7b0672a.jpg'],"Height: 33.5 (85cm), Depth: 16 (40.5cm); Materials: Bronze, Marble, Walnut; Provenance: Ireland; Features: Inlaid decoration"
976,976 Sold Pair Bronze Sculptures - Demosthenes and Sophocles - Late 19th Century French,Recently Sold,10 x,"€4,950.00",No,2,10/08/2023,"['https://file.4pm.ie/933/34367524.jpg', 'https://file.4pm.ie/933/5874a82c.jpg', 'https://file.4pm.ie/933/40edc16c.jpg', 'https://file.4pm.ie/933/8c90d115.jpg', 'https://file.4pm.ie/933/f5d7bc50.jpg', 'https://file.4pm.ie/933/4aa23075.jpg', 'https://file.4pm.ie/933/caaefef4.jpg', 'https://file.4pm.ie/933/4e66149e.jpg', 'https://file.4pm.ie/933/e3f39f35.jpg', 'https://file.4pm.ie/933/3afdc23b.jpg']",Height: 17 (43cm); Materials: Bronze
977,977 Sold Georgian Mahogany Satinwood Bow Front Chest Drawers Sheraton Period 18th Century,Recently Sold,6 x,"€2,250.00",No,2,05/09/2024,"['https://file.4pm.ie/941/5277572b.jpg', 'https://file.4pm.ie/941/87b8f2a1.jpg', 'https://file.4pm.ie/941/840e2515.jpg', 'https://file.4pm.ie/941/d91d1258.jpg', 'https://file.4pm.ie/941/d22188ee.jpg', 'https://file.4pm.ie/941/2d1e4284.jpg']","Materials: Ebony, Mahogany, Oak; Features: Inlaid decoration"
978,978 Rare Art Nouveau Wall Barometer - French - Circa 1905,Newest Listings - Art and Antique Gallery Dublin,7 x,€725.00,No,1,10/08/2019,"['https://file.4pm.ie/890/7634f54f.jpg', 'https://file.4pm.ie/890/e0a6e83e.jpg', 'https://file.4pm.ie/890/6b74ce5d.jpg', 'https://file.4pm.ie/890/3d588b6f.jpg', 'https://file.4pm.ie/890/4ad148c0.jpg', 'https://file.4pm.ie/890/e5f6d561.jpg', 'https://file.4pm.ie/890/6ae86fa7.jpg']","Height: 21 (53.5cm), Width: 9 (22.5cm); Features: Rare piece"
979,979 Sold Fine Pair French Sevres Porcelain Ormolu Mounted Ewers 19thCt,Recently Sold,7 x,€775.00,No,1,06/08/2019,"['https://file.4pm.ie/890/77cf5dd3.jpg', 'https://file.4pm.ie/890/335af7d5.jpg', 'https://file.4pm.ie/890/d475406e.jpg', 'https://file.4pm.ie/890/9e2284f4.jpg', 'https://file.4pm.ie/890/c6c8d730.jpg', 'https://file.4pm.ie/890/9f776c45.jpg', 'https://file.4pm.ie/890/eee217ee.jpg']","Materials: Gold, Porcelain"
980,980 Bronze Sculpture - Erich Schmidt-Kestner -1977-1941 - German,Ormolu and Bronze Collection Dublin Ireland Antiques,5 x,"€1,850.00",No,1,04/05/2023,"['https://file.4pm.ie/929/7be61065.jpg', 'https://file.4pm.ie/929/199b003f.jpg', 'https://file.4pm.ie/929/4a2a8c9d.jpg', 'https://file.4pm.ie/929/e47f03cf.jpg', 'https://file.4pm.ie/929/5a9a1c5b.jpg']",Depth: 10.25 (26cm); Materials: Bronze
981,981 Sold Shōwa Period Cloisonné Enamel Beaker Vase by Ando - Nagoya Japan,Recently Sold,9 x,€950.00,No,2,26/09/2020,"['https://file.4pm.ie/897/7f69fe99.jpg', 'https://file.4pm.ie/897/3db11c3c.jpg', 'https://file.4pm.ie/897/fcd861c3.jpg', 'https://file.4pm.ie/897/ce462127.jpg', 'https://file.4pm.ie/897/69fb6dc0.jpg', 'https://file.4pm.ie/897/85f6d0cb.jpg', 'https://file.4pm.ie/897/16aaacd2.jpg', 'https://file.4pm.ie/897/6730efad.jpg', 'https://file.4pm.ie/897/e25330a7.jpg']",Height: 8.5 (21.5cm); Materials: Silver; Features: Rare piece
982,982 Daniel Van der Putten - Hollywood County Wicklow - Oil Painting on Panel,Paintings of Ireland,3 x,"€3,950.00",No,1,15/03/2023,"['https://file.4pm.ie/927/409c9690.jpg', 'https://file.4pm.ie/928/adb063c7.jpg', 'https://file.4pm.ie/928/791b77bf.jpg']","Height: 14 (36cm), Width: 11 (28cm); Provenance: Ireland; Features: Rare piece"
983,983 Set of Four Framed - Vintage French Cars from Veteran and Vintage 1964,Paintings and Engravings,4 x,€990.00,No,1,08/07/2024,"['https://file.4pm.ie/896/b46e6162.jpg', 'https://file.4pm.ie/896/731dfa1b.jpg', 'https://file.4pm.ie/896/4be8b720.jpg', 'https://file.4pm.ie/896/a9f88700.jpg']","Height: 9.5 (24cm), Width: 14.5 (37cm); Materials: Walnut"
984,984 Sold Fine Edwardian Period Oak Four Decanter Tantalus Box Circa 1910,Recently Sold,5 x,€750.00,No,2,20/12/2019,"['https://file.4pm.ie/894/d939690d.jpg', 'https://file.4pm.ie/894/ab230907.jpg', 'https://file.4pm.ie/894/825069c6.jpg', 'https://file.4pm.ie/894/dfe130db.jpg', 'https://file.4pm.ie/894/badd99e9.jpg']","Height: 10 (25.5cm), Depth: 9 (23cm), Width: 9 (23cm); Materials: Oak, Silver"
985,985 Sold Antique French Large Trompe l’Oeil Books Liquor Caddy Tantalus,Recently Sold,6 x,"€1,190.00",No,2,19/12/2023,"['https://file.4pm.ie/935/3c59b39.jpg', 'https://file.4pm.ie/935/e44b58de.jpg', 'https://file.4pm.ie/935/c4853679.jpg', 'https://file.4pm.ie/935/82807c72.jpg', 'https://file.4pm.ie/935/c2806e5c.jpg', 'https://file.4pm.ie/935/4b0d2f95.jpg']","Height: 8 (20cm), Depth: 8 (20cm), Width: 11 (28cm); Materials: Glass"
986,986 Sold Regency Tea Caddy - English - Circa 1810 - Mahogany and Inlaid,Recently Sold,4 x,€455.00,No,2,10/01/2024,"['https://file.4pm.ie/894/24d682fe.jpg', 'https://file.4pm.ie/894/ff6b0555.jpg', 'https://file.4pm.ie/894/91c7449e.jpg', 'https://file.4pm.ie/894/c2cd9ec6.jpg']","Height: 5 (12.75cm), Depth: 4 (10cm), Width: 7.25 (18.5cm); Materials: Mahogany; Features: Inlaid decoration"
987,987 Sold Irish Killarney Antique Table Circa 1870 - The Home of Irish Furniture,Recently Sold,6 x,"€4,000.00",No,2,25/10/2019,"['https://file.4pm.ie/662/b349aaf7.jpg', 'https://file.4pm.ie/662/e240dc86.jpg', 'https://file.4pm.ie/662/14dd8116.jpg', 'https://file.4pm.ie/662/9091d690.jpg', 'https://file.4pm.ie/662/272497f8.jpg', 'https://file.4pm.ie/662/b5241a23.jpg']","Height: 29 (74cm), Width: 32 (82cm), Depth: 18.5 (47cm); Materials: Arbutus, Yew wood; Provenance: made in Co Kerry Ireland in the late ; State: Restored/Cleaned"
987,987 Sold Irish Killarney Antique Table Circa 1870 - The Home of Irish Furniture,Memorable Irish Antiques,6 x,"€4,000.00",No,2,25/10/2019,"['https://file.4pm.ie/662/c390e6b4.jpg', 'https://file.4pm.ie/662/cb5a523.jpg', 'https://file.4pm.ie/662/b8ae06a9.jpg', 'https://file.4pm.ie/662/7be797d0.jpg', 'https://file.4pm.ie/662/ce3c46dc.jpg', 'https://file.4pm.ie/662/8375783b.jpg']","Height: 29 (74cm), Width: 32 (82cm), Depth: 18.5 (47cm); Materials: Arbutus, Yew wood; Provenance: made in Co Kerry Ireland in the late ; State: Restored/Cleaned"
