ID,Name,Category,Quantity,Price,Featured,Store,Date,Images,Description
543,Sold Superb Pair French Bronze Electric Table Lamps Ormolu Mounts mid 19thCt,Recently Sold,7 x,"€1,475.00",No,2,11/07/2020,"[https://file.4pm.ie/892/55c49cdd.jpg, https://file.4pm.ie/892/fd72d4ba.jpg, https://file.4pm.ie/892/1d0059dc.jpg, https://file.4pm.ie/892/e1c5e1c8.jpg, https://file.4pm.ie/892/12d76f70.jpg, https://file.4pm.ie/892/2745b9b0.jpg, https://file.4pm.ie/892/5decdb4d.jpg]","Materials: Bronze, Gold"
544,English Victorian Japanned Papier Mache desk set Circa 1890,Gifts for all Occasions,10 x,€895.00,No,1,23/02/2023,"[https://file.4pm.ie/927/80c9ba87.jpg, https://file.4pm.ie/927/1547f96.jpg, https://file.4pm.ie/927/703b34dc.jpg, https://file.4pm.ie/927/82f7787.jpg, https://file.4pm.ie/927/9190b3ac.jpg, https://file.4pm.ie/927/677f0ed3.jpg, https://file.4pm.ie/927/dd8082d6.jpg, https://file.4pm.ie/927/bfb33fcd.jpg, https://file.4pm.ie/927/94ed8974.jpg, https://file.4pm.ie/927/d0a4c1af.jpg]","Height: 7.25 (18.5cm), Depth: 15 (38cm), Width: 17 (43cm)"
545,Sold English Edwardian Mahogany Canterbury - Circa 1900,Recently Sold,6 x,€650.00,No,2,24/12/2019,"[https://file.4pm.ie/844/4d6fcc12.jpg, https://file.4pm.ie/844/80d42f46.jpg, https://file.4pm.ie/844/e29d80a2.jpg, https://file.4pm.ie/844/6617754b.jpg, https://file.4pm.ie/844/6b7d33f2.jpg, https://file.4pm.ie/844/7b75412a.jpg]","Height: 21 (53cm), Width: 22 (56cm), Depth: 14 (36cm); Materials: Mahogany; State: Restored/Cleaned"
546,Sold Stunning Pair Cantonese Famille Rose Hand Painted Table Lamps 19thCt,Recently Sold,8 x,€985.00,No,2,27/06/2018,"[https://file.4pm.ie/816/95f82d28.jpg, https://file.4pm.ie/816/c007bbac.jpg, https://file.4pm.ie/816/89c15fc6.jpg, https://file.4pm.ie/816/53d95f8e.jpg, https://file.4pm.ie/816/858135b9.jpg, https://file.4pm.ie/816/4eca86ea.jpg, https://file.4pm.ie/816/de9c2758.jpg, https://file.4pm.ie/816/6d68cc7.jpg]","Materials: Gold, Porcelain"
547,Sold Stunning Large Japanese Imari Porcelain and Ormolu Table Lamp 19th Ct,Recently Sold,6 x,€645.00,No,2,24/03/2018,"[https://file.4pm.ie/761/f98cfa.jpg, https://file.4pm.ie/761/64069883.jpg, https://file.4pm.ie/761/429cb6a5.jpg, https://file.4pm.ie/761/f6544d06.jpg, https://file.4pm.ie/761/d4479f75.jpg, https://file.4pm.ie/761/26edd750.jpg]","Materials: Gold, Porcelain"
548,Sold Fine West Indian Satinwood Tambour Satinwood Cylindrical Bureau attrib. Gillows 18thCt,Recently Sold,11 x,"€4,500.00",No,2,05/06/2019,"[https://file.4pm.ie/873/a414feec.jpg, https://file.4pm.ie/873/27216f17.jpg, https://file.4pm.ie/873/64d3ced5.jpg, https://file.4pm.ie/873/280b47ba.jpg, https://file.4pm.ie/873/74f0799b.jpg, https://file.4pm.ie/873/b3c0776e.jpg, https://file.4pm.ie/873/a43128b8.jpg, https://file.4pm.ie/873/a26b5382.jpg, https://file.4pm.ie/873/3382f395.jpg, https://file.4pm.ie/873/bcbab91b.jpg, https://file.4pm.ie/873/f15290e1.jpg]",Materials: Ivory; Features: Inlaid decoration; State: Restored/Cleaned
549,Sold Oil on Board - William Ennis - 1993 - Ireland Eye Circa 1980,Recently Sold,4 x,"€3,350.00",No,2,29/10/2022,"[https://file.4pm.ie/915/70bf85f4.jpg, https://file.4pm.ie/915/d62bde7a.jpg, https://file.4pm.ie/915/5fe0b1e2.jpg, https://file.4pm.ie/915/249876a1.jpg]","Width: 20 (51cm), Height: 15.75 (40cm); Provenance: Ireland"
550,Sold Antique Victorian Brass Burl Walnut Traveling Desk Wooden Writing Slope Box 19Ct,Recently Sold,7 x,"€1,275.00",No,2,18/03/2022,"[https://file.4pm.ie/915/dd26f06.jpg, https://file.4pm.ie/915/8eab50a1.jpg, https://file.4pm.ie/915/3e50627.jpg, https://file.4pm.ie/915/bff0257.jpg, https://file.4pm.ie/915/8955428d.jpg, https://file.4pm.ie/915/c94eb3c8.jpg, https://file.4pm.ie/915/b34afcc5.jpg]","Materials: Ebony, Glass, Gold, Mahogany, Walnut; Features: Inlaid decoration; State: Restored/Cleaned"
551,Sold Victorian Miniature Hand Painted Serpentine Fronted Chest - English Circa 1900,Recently Sold,7 x,€695.00,No,2,06/04/2019,"[https://file.4pm.ie/874/43feebeb.jpg, https://file.4pm.ie/874/68c7093c.jpg, https://file.4pm.ie/874/d699ebda.jpg, https://file.4pm.ie/874/511dffc4.jpg, https://file.4pm.ie/874/404c7b92.jpg, https://file.4pm.ie/874/2aa46a69.jpg, https://file.4pm.ie/874/ea495e67.jpg]","Height: 12 (30.5cm), Width: 10 (25.5cm), Depth: 6 (15cm); Provenance: made in The UK . It is a Miniature Chest which is superbly hand painted with flower and floral decoration all over. This piece with a serpentine front is a difficult piece to construct in this size and a very difficult piece to paint. It has the original handles and the overall condition is great. Height"
552,Sold Crystal Edwardian Chandelier - Circa 1900,Recently Sold,2 x,"€1,275.00",No,2,23/12/2020,"[https://file.4pm.ie/905/4ef0dee8.jpg, https://file.4pm.ie/905/af39864e.jpg]",Height: 30 (76cm)
553,Sold Antique Japanese Imari Porcelain Bowl Centerpiece by Fukazawa Koransha Japan,Recently Sold,10 x,€975.00,No,2,04/06/2025,"[https://file.4pm.ie/910/16015da2.jpg, https://file.4pm.ie/910/b41ed2fa.jpg, https://file.4pm.ie/910/f46fd7b7.jpg, https://file.4pm.ie/910/b17da3de.jpg, https://file.4pm.ie/910/eeb9c470.jpg, https://file.4pm.ie/910/32796cd9.jpg, https://file.4pm.ie/910/2908b058.jpg, https://file.4pm.ie/910/48ce75e9.jpg, https://file.4pm.ie/910/53671bf0.jpg, https://file.4pm.ie/910/3de13586.jpg]",Materials: Gold
554,Mappe Monde - 1821 - Twin Hemispheres - Ambroise Tardieu - France,Newest Listings - Art and Antique Gallery Dublin,6 x,€875.00,No,1,31/03/2025,"[https://file.4pm.ie/947/fc3509b4.jpg, https://file.4pm.ie/947/da7f0a68.jpg, https://file.4pm.ie/947/9df8dcdd.jpg, https://file.4pm.ie/947/9ab6ed30.jpg, https://file.4pm.ie/947/e19516b1.jpg, https://file.4pm.ie/947/8d1b760e.jpg]","Width: 23.5 (60cm), Height: 17 (43cm); Materials: Glass"
555,Fine George III Mahogany Serpentine Card Table Manner of Wright and Elwick Circa 1760,Fine Furniture - Antiques from Dublin Ireland,6 x,"€5,000.00",No,1,22/08/2016,"[https://file.4pm.ie/725/8a4b17aa.jpg, https://file.4pm.ie/725/24a195b3.jpg, https://file.4pm.ie/725/81a219bd.jpg, https://file.4pm.ie/725/681a3c2d.jpg, https://file.4pm.ie/725/c3ba2048.jpg, https://file.4pm.ie/725/639f04c2.jpg]",Height: 30 (76cm); Materials: Mahogany; State: Restored/Cleaned
556,Museum Quality and Rare - Pair of French Candelabra - Louis XIV The Sun King,Ormolu and Bronze Collection Dublin Ireland Antiques,6 x,"€5,000.00",No,1,11/10/2023,"[https://file.4pm.ie/934/f98f9fa3.jpg, https://file.4pm.ie/934/95713c22.jpg, https://file.4pm.ie/934/55bbc108.jpg, https://file.4pm.ie/934/16e37f20.jpg, https://file.4pm.ie/934/48f7c59e.jpg, https://file.4pm.ie/934/98cce56.jpg]","Height: 20 (51cm), Width: 13.5 (34cm); Materials: Glass; Features: Provenance available"
557,Sold Antique Pair English Ormolu Gilt Bronze Candlesticks Storks Cranes attrib. Abbott,Recently Sold,6 x,"€1,575.00",No,2,09/01/2021,"[https://file.4pm.ie/908/52b63d45.jpg, https://file.4pm.ie/908/7af6c4da.jpg, https://file.4pm.ie/908/e97134d6.jpg, https://file.4pm.ie/908/2176ec23.jpg, https://file.4pm.ie/908/3ba0d7d6.jpg, https://file.4pm.ie/908/cfb6fcac.jpg]","Materials: Bronze, Gold"
558,Rare Art Deco Whiskey Crystal Decanter set and Tray- Karl Palda 1930s,Crystal and Glass - Antique Gifts,6 x,"€1,200.00",No,1,03/11/2018,"[https://file.4pm.ie/858/ba119af7.jpg, https://file.4pm.ie/858/db50a77d.jpg, https://file.4pm.ie/858/18465c8c.jpg, https://file.4pm.ie/858/909d4213.jpg, https://file.4pm.ie/858/b8a0ad66.jpg, https://file.4pm.ie/858/1471bbd8.jpg]","Width: 12.5 (31.5cm), Height: 9 (23cm); Materials: Glass, Silver; Features: Rare piece"
559,Italian Chess Board and Hand Made Pieces - Excellent Quality Staunton,Newest Listings - Art and Antique Gallery Dublin,3 x,"€1,940.00",No,1,13/01/2025,"[https://file.4pm.ie/946/33d53154.jpg, https://file.4pm.ie/946/344ea606.jpg, https://file.4pm.ie/946/796a0516.jpg]","Depth: 23.75 (60cm), Height: 5 (12.7cm); Materials: Gold, Marble, Silver"
560,Sold Superb Regency Period Rosewood Games Table Attributed to Gillows of Lancaster,Recently Sold,5 x,"€24,500.00",No,2,23/02/2019,"[https://file.4pm.ie/869/852aa2.jpg, https://file.4pm.ie/869/27df71af.jpg, https://file.4pm.ie/869/b496110e.jpg, https://file.4pm.ie/869/fcacdf52.jpg, https://file.4pm.ie/869/e352f2eb.jpg]","Height: 29 (73.5cm), Width: 55 (140cm); Features: Inlaid decoration"
561,Parian Bust Earl Granville and Mozart possibly Copeland 19thCt,Newest Listings - Art and Antique Gallery Dublin,6 x,€285.00,No,1,16/02/2019,"[https://file.4pm.ie/870/dd2f5a58.jpg, https://file.4pm.ie/870/b8b175cf.jpg, https://file.4pm.ie/870/ca6f1fd7.jpg, https://file.4pm.ie/870/33015817.jpg, https://file.4pm.ie/870/37a45066.jpg, https://file.4pm.ie/870/324eaade.jpg]",A Parian Bust of Earl Granville 1815-1891 and one of Mozart 1756-1791 both possibly produced by Copeland . Last half of the Nineteenth Century. Condition: Superb condition with no losses . Height: Ear
562,Sold Antique Pair French Sevres Hand Painted Celeste Blue Circular Cabinet Plates late 19thCt,Recently Sold,7 x,€875.00,No,2,14/07/2025,"[https://file.4pm.ie/912/42c944e8.jpg, https://file.4pm.ie/912/370ee1ae.jpg, https://file.4pm.ie/912/241f6ff5.jpg, https://file.4pm.ie/912/69611990.jpg, https://file.4pm.ie/912/ad703ee7.jpg, https://file.4pm.ie/912/e890e4b0.jpg, https://file.4pm.ie/912/57398dec.jpg]",Materials: Porcelain
563,Sold John Faulkner 1835-1894 - Lucan View - Framed Watercolour,Recently Sold,7 x,"€1,990.00",No,2,13/07/2024,"[https://file.4pm.ie/943/70af9162.jpg, https://file.4pm.ie/943/622770ea.jpg, https://file.4pm.ie/943/7f07c9ad.jpg, https://file.4pm.ie/943/834177ab.jpg, https://file.4pm.ie/943/2f8f843.jpg, https://file.4pm.ie/943/6920019c.jpg, https://file.4pm.ie/943/bc7e96dd.jpg]","Height: 17.5 (44.5cm), Width: 30 (76cm), Height: 29 (74cm), Width: 41 (104cm); Provenance: Ireland"
564,"Sold Swiss, Brienz Carved Black Forest Dinner Gong - Bear Circa 1900",Recently Sold,6 x,€695.00,No,2,22/02/2020,"[https://file.4pm.ie/890/b80da56a.jpg, https://file.4pm.ie/890/35b2c152.jpg, https://file.4pm.ie/890/32be5d23.jpg, https://file.4pm.ie/890/4c9130e4.jpg, https://file.4pm.ie/890/807b164a.jpg, https://file.4pm.ie/890/58951445.jpg]","Height: 12 (30.5cm), Depth: 7 (18cm), Width: 6 (15cm); Features: Original condition; State: Original condition"
565,Bronze head Statue of David - On stand,Ormolu and Bronze Collection Dublin Ireland Antiques,1 x,€550.00,No,1,23/10/2018,[https://file.4pm.ie/857/dbf3faec.jpg],"Height: 30 (76cm), Width: 15 (37cm), Depth: 10 (25cm); Materials: Bronze, Marble"
566,Sold Antique Irish Belleek Porcelain Three Strand Basket Centerpiece 1865-1889 Ireland,Recently Sold,7 x,"€1,475.00",No,2,05/02/2024,"[https://file.4pm.ie/929/b5ce6c68.jpg, https://file.4pm.ie/929/e13ccf42.jpg, https://file.4pm.ie/929/4156a7f2.jpg, https://file.4pm.ie/929/a7717c4a.jpg, https://file.4pm.ie/929/65b8a06a.jpg, https://file.4pm.ie/929/1865cfdb.jpg, https://file.4pm.ie/929/b7ef10b1.jpg]",Materials: Porcelain; Features: Rare piece
567,Sold Signed U2 Album - All 4 Members - U2 The Unforgettable Fire 1984,Recently Sold,7 x,"€4,950.00",No,2,07/08/2020,"[https://file.4pm.ie/904/6c9d72df.jpg, https://file.4pm.ie/904/56ac9342.jpg, https://file.4pm.ie/904/9ad01399.jpg, https://file.4pm.ie/904/713a1205.jpg, https://file.4pm.ie/904/cec2e5ab.jpg, https://file.4pm.ie/904/b2be799f.jpg, https://file.4pm.ie/904/ff416e7.jpg]","Height: 36.5 (93cm), Depth: 1.75 (4cm), Width: 31 (79cm); Provenance: Ireland; Features: Provenance available"
568,Ted Jones - Oil on Canvas - The Gunsmith - Circa 1985,Paintings and Engravings - Antique Shop Ireland,4 x,"€5,900.00",No,1,22/09/2024,"[https://file.4pm.ie/944/63bd9b39.jpeg, https://file.4pm.ie/944/e3bc3b52.jpeg, https://file.4pm.ie/944/86e7c7d0.jpeg, https://file.4pm.ie/944/fa4f0071.jpeg]","Height: 14 (35cm), Width: 10 (25cm); Provenance: provenance and was purchased directly from the Artist in the ; Features: Provenance available, Rare piece"
569,Sold Chevauchée by C. Charles. Art Deco Circa 1930 Bronze,Recently Sold,5 x,"€2,950.00",No,2,15/02/2022,"[https://file.4pm.ie/842/1eead6fe.jpg, https://file.4pm.ie/842/cc7b2d98.jpg, https://file.4pm.ie/842/b899ebd.jpg, https://file.4pm.ie/842/ba7b2b8f.jpg, https://file.4pm.ie/842/904d5b21.jpg]","Height: 20 (51cm); Materials: Bronze, Marble; Provenance: made in the Max Le Verrier studio atelier in France. The sculpture was cast in bronzed metal and has a beautiful greenish verdigris patina. This flowing figure depicting a woman on a prancing horse leaving behind a gigantic drape with stylized lines typical of the Art Deco style. It is mounted on a rectangular marble base. Signed C. Charles in the back leg area. This artist was known for sculptures with an Equestrian theme. This is an original piece and makes for a striking piece in your home. The Piece is signed and in great condition. Height"
570,All Sold Paul Ferriter Bronze - Series of 9- Numbered and Signed - Giant Irish Elk,Memorable Irish Antiques,1 x,"€6,500.00",No,2,04/02/2016,[https://file.4pm.ie/662/58babd9d.jpg],Materials: Bronze; Features: Rare piece
571,"Sold Francois Bonvin (French, 1817-1887) - Framed Still Life of Fruit",Recently Sold,7 x,"€5,000.00",No,2,18/09/2019,"[https://file.4pm.ie/829/25d5b21e.jpg, https://file.4pm.ie/829/1bdc00ed.jpg, https://file.4pm.ie/829/467aa925.jpg, https://file.4pm.ie/829/ef21a96c.jpg, https://file.4pm.ie/829/306201e6.jpg, https://file.4pm.ie/829/c17aa1db.jpg, https://file.4pm.ie/829/3b7dbb31.jpg]","Width: 24 (61cm), Height: 15.75 (40cm); Provenance: Provenance is also very good with this Painting - Private Collection. Canvas Dimensions Width ; Features: Provenance available"
572,Sold Beautiful Antique French Mirror Circa 1880 - Large - Lovely Patina,Recently Sold,1 x,"€6,450.00",No,2,07/10/2019,[https://file.4pm.ie/893/2b6a737c.jpg],"Height: 73 (185cm), Width: 67 (170cm); Materials: Glass; Provenance: Ireland"
573,French Rosewood Inlayed Tea Caddy - Circa 1880,"Jewellery Caskets, Writing Slopes and Tea Caddies",4 x,€495.00,No,1,31/07/2013,"[https://file.4pm.ie/140/4abac507.jpg, https://file.4pm.ie/140/1018f37.jpg, https://file.4pm.ie/140/e580437e.jpg, https://file.4pm.ie/140/e1e0274e.jpg]",Fine French Well Figured Rosewood Double Compartment Tea Caddy .- Circa 1880 Wonderful and intact Rosewood Tea Caddy with Brass Inlay and stringing. Complete with original fitted interior. Condition:
574,Sold Pair French Grand Tour Ormolu Bronze Dore Statutory Marble Tazza Urns Vases 19Ct,Recently Sold,7 x,"€1,275.00",No,2,21/07/2025,"[https://file.4pm.ie/944/27989d3.jpg, https://file.4pm.ie/944/6c58bc4c.jpg, https://file.4pm.ie/944/535f22bf.jpg, https://file.4pm.ie/944/2af0756c.jpg, https://file.4pm.ie/944/f541bbbf.jpg, https://file.4pm.ie/944/397d3b41.jpg, https://file.4pm.ie/944/f9b3b0f5.jpg]","Height: 10.5 (26.5cm), Width: 7 (17.5cm), Width: 4.75 (12cm), Depth: 4.75 (12cm); Materials: Bronze, Marble; State: Restored/Cleaned"
575,Sold George Hiles - Killarney Lakes Irish Watercolour,Memorable Irish Antiques,5 x,€385.00,No,2,19/02/2014,"[https://file.4pm.ie/69/2eadc4f5.jpg, https://file.4pm.ie/69/d2a288f8.jpg, https://file.4pm.ie/69/93033033.jpg, https://file.4pm.ie/69/8a3aa0d7.jpg, https://file.4pm.ie/151/289bbd4a.jpg]","Height: 13.25 (34cm), Width: 18.5 (47cm); Provenance: Ireland"
576,Sold Hand Carved Bog Oak Irish Harp Late 19th Ct - Irish - Large,Memorable Irish Antiques,5 x,"€2,900.00",No,2,17/11/2016,"[https://file.4pm.ie/742/10c5b44.jpg, https://file.4pm.ie/742/bba51b89.jpg, https://file.4pm.ie/742/809e4b3c.jpg, https://file.4pm.ie/742/cd646bd.jpg, https://file.4pm.ie/742/871e5281.jpg]","Height: 13 (33cm), Width: 8 (20cm); Materials: Oak; Features: Rare piece"
577,Pair of French Rosewood Side Cabinets - Good Condition,Fine Furniture - Antiques from Dublin Ireland,6 x,"€2,850.00",No,1,23/08/2019,"[https://file.4pm.ie/823/e07e0b36.jpg, https://file.4pm.ie/823/430d20c8.jpg, https://file.4pm.ie/823/f54113f8.jpg, https://file.4pm.ie/823/deed62a2.jpg, https://file.4pm.ie/823/c680da2b.jpg, https://file.4pm.ie/823/6ab57779.jpg]","Height: 39.5 (100cm), Width: 22 (56cm), Depth: 14 (36cm)"
578,Early English - Pier Mirror - Wonderful Quality - Circa 1820,Mirrors - French English Irish - Dublin Ireland,3 x,"€2,750.00",No,1,16/03/2017,"[https://file.4pm.ie/761/28c1a06d.jpg, https://file.4pm.ie/761/b2ad547a.jpg, https://file.4pm.ie/761/dd292da1.jpg]","Height: 36 (92.5cm), Width: 60 (152.5cm); Materials: Glass; Provenance: made in England . The Condition of the Mirror is good and all we had to do with it was have our Master Gilder"
579,Sold Antique Majolica Palissy Portuguese Charger by Jose A Cunha Butterfly Snake 1905,Recently Sold,6 x,€875.00,No,2,21/12/2024,"[https://file.4pm.ie/943/ad3e5c46.jpg, https://file.4pm.ie/943/17d6f230.jpg, https://file.4pm.ie/943/6d4bbf54.jpg, https://file.4pm.ie/943/d010c4f6.jpg, https://file.4pm.ie/943/578a95df.jpg, https://file.4pm.ie/943/56d9b37d.jpg]","Provenance: Made in Caldas Rainha, Portugal in manner of French Potter Bernard Palissy, by the noted maker Jose A Cunha. Features three dimensional modelled and features an applied Snake, Butterfly, Frog, Crab and a Crocodile, all resting on a textured mossy green ground within a light brown outer rim. Condition"
580,Sold Art Deco Decanter Set - Circa 1930 - Vaseline Crystal - Superb Design,Recently Sold,6 x,"€1,250.00",No,2,13/06/2020,"[https://file.4pm.ie/676/ee02b82.jpg, https://file.4pm.ie/676/4d61c6ac.jpg, https://file.4pm.ie/676/587529f6.jpg, https://file.4pm.ie/676/9e43b947.jpg, https://file.4pm.ie/676/a270c542.jpg, https://file.4pm.ie/676/76559e9c.jpg]",Height: 12 (31cm); Materials: Glass; Features: Rare piece
581,Sold Ted Jones - Oil on Canvas - Seated Female Nude - Circa 1992,Recently Sold,6 x,"€2,400.00",No,2,18/05/2019,"[https://file.4pm.ie/844/c025829d.jpg, https://file.4pm.ie/844/22a9e5f6.jpg, https://file.4pm.ie/844/bfb8e483.jpg, https://file.4pm.ie/844/9c381bfd.jpg, https://file.4pm.ie/844/fb7ab06f.jpg, https://file.4pm.ie/844/9a8d6f19.jpg]","Height: 14.2 (36cm), Width: 10 (25.5cm)"
582,Sold Belleek Porcelain Pleated and Flared Trumpet formed Centerpiece Black Mark,Recently Sold,8 x,€675.00,No,2,21/09/2024,"[https://file.4pm.ie/933/a6fa2b2a.jpg, https://file.4pm.ie/933/336bdb6d.jpg, https://file.4pm.ie/933/db9b1cc7.jpg, https://file.4pm.ie/933/25187c25.jpg, https://file.4pm.ie/933/381b96ae.jpg, https://file.4pm.ie/933/f073479b.jpg, https://file.4pm.ie/933/f6837130.jpg, https://file.4pm.ie/933/7dfe4fe0.jpg]",Materials: Porcelain
583,Pair of Miniature Japanese Meiji Period Cloisonne Enamel Vases,Porcelain - Antiques in Dublin Ireland,7 x,€575.00,No,1,01/12/2024,"[https://file.4pm.ie/946/3ae2adb3.jpg, https://file.4pm.ie/946/7146c022.jpg, https://file.4pm.ie/946/ba1329d2.jpg, https://file.4pm.ie/946/c16db8e7.jpg, https://file.4pm.ie/946/39744d7d.jpg, https://file.4pm.ie/946/3d8d632e.jpg, https://file.4pm.ie/946/4be02116.jpg]","An Exceptionally Fine Quality Pair of Miniature Japanese Meiji Period Cloisonne Enamel Vase s of unusually small proportions, early Meiji period (1868-1912) and of Museum quality , complete with origi"
584,Sold Rare Irish Killarney Wood Casket Modelled as a Book Mid 19th Century,Recently Sold,6 x,€230.00,No,2,02/05/2019,"[https://file.4pm.ie/878/6acd509f.jpg, https://file.4pm.ie/878/344310b.jpg, https://file.4pm.ie/878/a0be7e50.jpg, https://file.4pm.ie/878/b03af5a7.jpg, https://file.4pm.ie/878/50408a23.jpg, https://file.4pm.ie/878/752929ef.jpg]",Materials: Arbutus; Features: Inlaid decoration
585,Laszlo Neogrady (1896 - 1962) - Oil on Canvas - Twilight Beckons,Paintings and Engravings - Antique Shop Ireland,3 x,"€3,950.00",No,1,20/02/2016,"[https://file.4pm.ie/670/dc85ca34.jpg, https://file.4pm.ie/670/f865a382.jpg, https://file.4pm.ie/670/c76375c5.jpg]","Height: 26 (66cm), Width: 39.25 (99.7cm)"
586,Sold The New Residents of Fitzwilliam Square Oil on Panel Steve Burgess (Born 1960),Recently Sold,3 x,"€5,950.00",No,2,19/02/2025,"[https://file.4pm.ie/940/3b9d7de2.jpg, https://file.4pm.ie/940/d4514715.jpg, https://file.4pm.ie/940/b8dd7e3a.jpg]","Height: 24 (61cm), Width: 34 (86.5cm)"
587,Sold Edwardian Oak Tantalus and Games Box - Oak - Circa 1900,Recently Sold,6 x,€675.00,No,2,17/12/2020,"[https://file.4pm.ie/822/f1376af8.jpg, https://file.4pm.ie/822/c4cf94b1.jpg, https://file.4pm.ie/822/a9ffd7d7.jpg, https://file.4pm.ie/822/4589da5c.jpg, https://file.4pm.ie/822/81d99d2d.jpg, https://file.4pm.ie/822/6416c774.jpg]","Height: 13 (33cm), Depth: 11 (28cm), Width: 14.5 (37cm); Materials: Glass, Gold, Oak, Silver"
588,Sold Stunning Pair Irish Waterford Crystal Hand Cut Crystal Twin Arm Candelabra 20thCt,Recently Sold,2 x,"€1,650.00",No,2,09/06/2018,"[https://file.4pm.ie/828/286c63bf.jpg, https://file.4pm.ie/828/6e7cd5d5.jpg]",Provenance: Ireland
589,Sold Fine Pair Marble Obelisks inlaid Malachite Lapis Lazuli early 20thCt,Recently Sold,8 x,€600.00,No,2,25/08/2018,"[https://file.4pm.ie/844/fa77c6f5.jpg, https://file.4pm.ie/844/e7e594c7.jpg, https://file.4pm.ie/844/57d91784.jpg, https://file.4pm.ie/844/44b048b8.jpg, https://file.4pm.ie/844/73ad1dbb.jpg, https://file.4pm.ie/844/31be597e.jpg, https://file.4pm.ie/844/ba3193e0.jpg, https://file.4pm.ie/844/175f7b73.jpg]",Height: 15.25 (38.5cm); Materials: Marble; Features: Inlaid decoration
590,Sold Ted Jones - Oil on Canvas - The Call Home - Circa 1992,Recently Sold,4 x,"€8,400.00",No,2,13/04/2019,"[https://file.4pm.ie/844/a774aee2.jpg, https://file.4pm.ie/844/c22edfe7.jpg, https://file.4pm.ie/844/37e835f4.jpg, https://file.4pm.ie/844/e32d239e.jpg]","Height: 20 (51cm), Width: 16 (40.5cm); Provenance: provenance and was purchased directly from the Artist in the early ; Features: Provenance available"
591,Sold Antique French Sèvres Gilt Bronze Porcelain Vase Ormolu Pompadour Pink Table Lamp,Recently Sold,10 x,"€1,200.00",No,2,22/02/2025,"[https://file.4pm.ie/910/4d98d25.jpg, https://file.4pm.ie/910/b75f2cac.jpg, https://file.4pm.ie/910/8115a70e.jpg, https://file.4pm.ie/910/6c1aeed3.jpg, https://file.4pm.ie/910/3acda81c.jpg, https://file.4pm.ie/910/bca08bb2.jpg, https://file.4pm.ie/910/5a4e9f4a.jpg, https://file.4pm.ie/910/94211ea8.jpg, https://file.4pm.ie/910/69bd143.jpg, https://file.4pm.ie/910/e579acc3.jpg]","Height: 20.5 (52cm), Width: 8 (20.5cm); Materials: Porcelain"
592,Sold Antique English Regency Brass Inlaid Mahogany Jewellery Trinket Box Casket 19 Ct,Recently Sold,6 x,€585.00,No,2,23/12/2024,"[https://file.4pm.ie/927/69956c57.jpg, https://file.4pm.ie/927/53755054.jpg, https://file.4pm.ie/927/cecebd1.jpg, https://file.4pm.ie/927/ee73e4a.jpg, https://file.4pm.ie/927/39333d1b.jpg, https://file.4pm.ie/927/7ce8f563.jpg]",Height: 3.5 (9cm); Materials: Mahogany; Features: Inlaid decoration
593,Sold Antique Anglo-Indian Bombay Carved Sandalwood Writing Slope Box Mid 19thCentury,Recently Sold,9 x,€875.00,No,2,23/12/2024,"[https://file.4pm.ie/908/e14dd9f4.jpg, https://file.4pm.ie/908/cad538a6.jpg, https://file.4pm.ie/908/ff720708.jpg, https://file.4pm.ie/908/f8ec4a12.jpg, https://file.4pm.ie/908/f291c32f.jpg, https://file.4pm.ie/908/91c1282e.jpg, https://file.4pm.ie/908/2663fce8.jpg, https://file.4pm.ie/908/7fa1a126.jpg, https://file.4pm.ie/908/487f036b.jpg]",Anglo-Indian Bombay Hand Carved Sandalwood Writing Slope of generous proportions and outstanding quality. Mid Nineteenth Century. The exterior hand carved profusely with animals and birds amongst scro
594,Sold Pair of Wedgwood Light Blue Jasper Ware Vases - English,Recently Sold,6 x,€195.00,No,2,21/07/2025,"[https://file.4pm.ie/888/48b440f2.jpg, https://file.4pm.ie/888/51df987e.jpg, https://file.4pm.ie/888/3fa727df.jpg, https://file.4pm.ie/888/d49d1d1d.jpg, https://file.4pm.ie/888/63063fc2.jpg, https://file.4pm.ie/888/32c23b19.jpg]",Height: 8 (20cm)
595,Sold Museum Quality Irish Killarney Antique Table Circa 1870,Memorable Irish Antiques,6 x,"€15,000.00",No,2,08/09/2015,"[https://file.4pm.ie/176/8878a5a3.jpg, https://file.4pm.ie/176/59fbd491.jpg, https://file.4pm.ie/176/3d2bd6fc.jpg, https://file.4pm.ie/176/d1a06389.jpg, https://file.4pm.ie/176/46f501c4.jpg, https://file.4pm.ie/176/bb311f66.jpg]","Height: 31.5 (80cm), Width: 31 (79cm), Depth: 16.75 (42.5cm); Materials: Arbutus, Yew wood; Provenance: made in Co Kerry Ireland in the late ; Features: Original condition; State: Restored/Cleaned"
596,Sold Rare Heavy Brass and Glass Cabinet - Circa 1920,Recently Sold,4 x,"€1,100.00",No,2,11/04/2024,"[https://file.4pm.ie/176/37c05342.jpg, https://file.4pm.ie/176/f2154fe4.jpg, https://file.4pm.ie/176/a6d94bd9.jpg, https://file.4pm.ie/176/1e745480.jpg]","Height: 27 (69cm), Depth: 13 (33cm), Width: 18.5 (47cm)"
